cdata,,cps,,I_cpO,,U_infty_x,U_infty_y,U_infty_z
7.79157536400399e-06,,7.79157536400399e-06,,12634,,0,1,0
2.81083459981009e-06,,2.81083459981009e-06,,12635,,0,1,0
2.81065463672464e-06,,2.81065463672464e-06,,12636,,0,1,0
0.000789329449675254,,0.000789329449675254,,12637,,0,1,0
0.00078559030556264,,0.00078559030556264,,12638,,0,1,0
0.000785702829183561,,0.000785702829183561,,12639,,0,1,0
0.000779495548400871,,0.000779495548400871,,12640,,0,1,0
0.000779350966038379,,0.000779350966038379,,12641,,0,1,0
0.00077071782297828,,0.00077071782297828,,12642,,0,1,0
0.000770757752222712,,0.000770757752222712,,12643,,0,1,0
0.000759751409987471,,0.000759751409987471,,12644,,0,1,0
0.000759809787457828,,0.000759809787457828,,12645,,0,1,0
0.000746499319058132,,0.000746499319058132,,12646,,0,1,0
0.000746558048859487,,0.000746558048859487,,12647,,0,1,0
0.000731025604685027,,0.000731025604685027,,12648,,0,1,0
0.000730913221399537,,0.000730913221399537,,12649,,0,1,0
0.000713263068933274,,0.000713263068933274,,12650,,0,1,0
0.000713247169706221,,0.000713247169706221,,12651,,0,1,0
0.000693586055107415,,0.000693586055107415,,12652,,0,1,0
0.00069363600512154,,0.00069363600512154,,12653,,0,1,0
0.000672088450557579,,0.000672088450557579,,12654,,0,1,0
0.000672029858849073,,0.000672029858849073,,12655,,0,1,0
0.000648735346199275,,0.000648735346199275,,12656,,0,1,0
0.000648811700577408,,0.000648811700577408,,12657,,0,1,0
0.000623912220696465,,0.000623912220696465,,12658,,0,1,0
0.000623948278037939,,0.000623948278037939,,12659,,0,1,0
0.000597600569517305,,0.000597600569517305,,12660,,0,1,0
0.000597557683367111,,0.000597557683367111,,12661,,0,1,0
0.000569934326549754,,0.000569934326549754,,12662,,0,1,0
0.000569901248722589,,0.000569901248722589,,12663,,0,1,0
0.000541174788581955,,0.000541174788581955,,12664,,0,1,0
0.000541234598845808,,0.000541234598845808,,12665,,0,1,0
0.000511583496909385,,0.000511583496909385,,12666,,0,1,0
0.000511566218740385,,0.000511566218740385,,12667,,0,1,0
0.000481179732369282,,0.000481179732369282,,12668,,0,1,0
0.000481160548661881,,0.000481160548661881,,12669,,0,1,0
0.000450230455839239,,0.000450230455839239,,12670,,0,1,0
0.000450161988707405,,0.000450161988707405,,12671,,0,1,0
0.000418890901886794,,0.000418890901886794,,12672,,0,1,0
0.000418838769387198,,0.000418838769387198,,12673,,0,1,0
0.000387422552042271,,0.000387422552042271,,12674,,0,1,0
0.000387553377264609,,0.000387553377264609,,12675,,0,1,0
0.000356174289579405,,0.000356174289579405,,12676,,0,1,0
0.000356123086271075,,0.000356123086271075,,12677,,0,1,0
0.000324995997561778,,0.000324995997561778,,12678,,0,1,0
0.000325018934683704,,0.000325018934683704,,12679,,0,1,0
0.000294332532341485,,0.000294332532341485,,12680,,0,1,0
0.000294284946793623,,0.000294284946793623,,12681,,0,1,0
0.000264241562568395,,0.000264241562568395,,12682,,0,1,0
